# ============================================================
# FTIR (ATR, 4000-400 cm-1) -- SYNTHETIC DEMONSTRATION DATASET
# ============================================================
# DEMONSTRATION DATASET. Synthetically generated for portfolio purposes. These values were not measured on any instrument and do not describe a real sample.
#
# This file was produced by scripts/generate_synthetic_datasets.py
# for a data-analysis PORTFOLIO project. It is NOT an instrument
# export and must not be cited as experimental evidence.
#
# Hypothetical sample : Fe3O4 (magnetite), cubic inverse spinel, space group Fd-3m (No. 227)
# Random seed         : 20240517
#
# Generative model:
#   - Gaussian/Lorentzian absorbance bands -> transmittance
#   - bands: 3396 nu(O-H), 1628 delta(H-O-H), 1045 surface Fe-OH,
#   -        571 + 441 nu(Fe-O) spinel lattice modes
#   - 2341 cm-1 band is a DELIBERATE atmospheric CO2 artefact
#   - no C-H / C=O bands: design assumes NO capping agent
#   - curved baseline drift + wavenumber-dependent detector noise
# ============================================================
wavenumber_cm-1,transmittance_percent,absorbance
3672.0,70.6522,0.150874
3671.0,70.2976,0.153059
3670.0,70.1219,0.154146
3669.0,69.8828,0.15563
3668.0,69.4605,0.158262
3667.0,69.4647,0.158236
3666.0,69.2059,0.159857
3665.0,69.3994,0.158645
3664.0,69.1881,0.159968
3663.0,68.8543,0.162069
3662.0,68.6137,0.163589
3661.0,68.2862,0.165667
3660.0,68.6466,0.163381
3659.0,68.3461,0.165286
3658.0,67.7148,0.169316
3657.0,68.1629,0.166452
3656.0,68.2661,0.165795
3655.0,67.7688,0.16897
3654.0,67.1468,0.172975
3653.0,66.7113,0.175801
3652.0,67.064,0.17351
3651.0,66.8689,0.174776
3650.0,66.926,0.174405
3649.0,66.4578,0.177454
3648.0,66.2551,0.178781
3647.0,66.0529,0.180108
3646.0,66.1736,0.179315
3645.0,66.1297,0.179603
3644.0,65.9523,0.18077
3643.0,65.748,0.182117
3642.0,65.5822,0.183214
3641.0,65.2883,0.185165
3640.0,65.335,0.184854
3639.0,64.9397,0.18749
3638.0,64.6588,0.189372
3637.0,64.4395,0.190848
3636.0,64.4192,0.190985
3635.0,64.3763,0.191274
3634.0,64.042,0.193535
3633.0,64.4737,0.190617
3632.0,63.7049,0.195827
3631.0,63.2442,0.19898
3630.0,63.367,0.198137
3629.0,63.3847,0.198015
3628.0,63.2456,0.19897
3627.0,63.3507,0.198249
3626.0,62.7816,0.202167
3625.0,62.5209,0.203975
3624.0,62.3814,0.204945
3623.0,62.3545,0.205132
3622.0,61.8847,0.208417
3621.0,62.0498,0.207259
3620.0,61.6566,0.21002
3619.0,61.3246,0.212365
3618.0,61.56,0.210701
3617.0,61.6441,0.210108
3616.0,61.2303,0.213033
3615.0,60.8352,0.215845
3614.0,60.7543,0.216423
3613.0,60.6524,0.217152
3612.0,60.3289,0.219475
3611.0,60.1924,0.220459
3610.0,60.1791,0.220554
3609.0,59.6621,0.224301
3608.0,59.7112,0.223944
3607.0,59.2757,0.227124
3606.0,59.4836,0.225603
3605.0,59.3213,0.226789
3604.0,58.663,0.231636
3603.0,58.5519,0.232459
3602.0,58.6536,0.231705
3601.0,58.5969,0.232126
3600.0,58.4342,0.233333
3599.0,58.2426,0.23476
3598.0,58.0419,0.236259
3597.0,58.1809,0.23522
3596.0,57.9349,0.23706
3595.0,57.4652,0.240595
3594.0,57.1159,0.243243
3593.0,56.8011,0.245643
3592.0,56.9563,0.244459
3591.0,56.7649,0.24592
3590.0,56.5048,0.247914
3589.0,56.4551,0.248297
3588.0,56.631,0.246946
3587.0,56.3106,0.24941
3586.0,55.9404,0.252274
3585.0,55.8475,0.252997
3584.0,56.0709,0.251263
3583.0,55.439,0.256184
3582.0,55.373,0.256702
3581.0,55.6357,0.254646
3580.0,55.0873,0.258948
3579.0,54.9867,0.259742
3578.0,54.8117,0.261127
3577.0,54.6662,0.262281
3576.0,54.3241,0.265008
3575.0,54.4218,0.264227
3574.0,54.183,0.266137
3573.0,54.2945,0.265244
3572.0,54.0458,0.267238
3571.0,53.6241,0.27064
3570.0,53.3111,0.273182
3569.0,53.6133,0.270727
3568.0,52.9686,0.275982
3567.0,52.9207,0.276374
3566.0,52.6487,0.278612
3565.0,52.8559,0.276907
3564.0,52.8635,0.276844
3563.0,52.3168,0.281359
3562.0,52.3399,0.281167
3561.0,52.1231,0.28297
3560.0,52.0927,0.283223
3559.0,51.6477,0.286949
3558.0,51.4692,0.288453
3557.0,51.7952,0.285711
3556.0,51.347,0.289485
3555.0,51.2627,0.290199
3554.0,51.1937,0.290783
3553.0,50.9543,0.292819
3552.0,50.6428,0.295483
3551.0,50.8598,0.293626
3550.0,50.6161,0.295711
3549.0,50.3097,0.298348
3548.0,50.1928,0.299359
3547.0,50.0573,0.300533
3546.0,50.561,0.296184
3545.0,49.6728,0.303882
3544.0,49.319,0.306985
3543.0,49.4585,0.305759
3542.0,49.0843,0.309058
3541.0,49.4171,0.306122
3540.0,49.0922,0.308988
3539.0,48.8564,0.311078
3538.0,48.7485,0.312039
3537.0,48.7196,0.312296
3536.0,48.2999,0.316054
3535.0,48.2498,0.316504
3534.0,48.33,0.315783
3533.0,48.222,0.316755
3532.0,47.9847,0.318897
3531.0,47.9786,0.318953
3530.0,47.7951,0.320617
3529.0,47.6175,0.322233
3528.0,47.3629,0.324561
3527.0,47.3307,0.324857
3526.0,47.3439,0.324736
3525.0,47.3429,0.324745
3524.0,46.8691,0.329114
3523.0,46.4962,0.332583
3522.0,46.281,0.334597
3521.0,46.7245,0.330455
3520.0,46.2788,0.334618
3519.0,46.3227,0.334206
3518.0,46.1966,0.33539
3517.0,46.2257,0.335116
3516.0,45.9782,0.337448
3515.0,46.0022,0.337222
3514.0,45.8376,0.338779
3513.0,45.7043,0.340043
3512.0,45.3929,0.343012
3511.0,45.0821,0.345995
3510.0,45.3421,0.343498
3509.0,44.8206,0.348523
3508.0,44.7202,0.349496
3507.0,44.7875,0.348843
3506.0,44.8866,0.347884
3505.0,44.7172,0.349526
3504.0,44.7448,0.349257
3503.0,44.5591,0.351064
3502.0,44.1935,0.354642
3501.0,44.3823,0.35279
3500.0,44.2082,0.354497
3499.0,44.158,0.35499
3498.0,44.0525,0.356029
3497.0,43.9243,0.357295
3496.0,43.7804,0.35872
3495.0,43.7585,0.358938
3494.0,43.3811,0.3627
3493.0,43.4731,0.361779
3492.0,43.3869,0.362641
3491.0,43.419,0.36232
3490.0,43.1824,0.364693
3489.0,43.1682,0.364836
3488.0,43.2095,0.364421
3487.0,42.9493,0.367044
3486.0,42.914,0.367401
3485.0,42.5851,0.370743
3484.0,42.5502,0.371099
3483.0,42.569,0.370906
3482.0,42.4861,0.371754
3481.0,42.2591,0.374079
3480.0,42.0269,0.376473
3479.0,42.206,0.374626
3478.0,41.9621,0.377143
3477.0,42.2307,0.374371
3476.0,42.455,0.372071
3475.0,41.6539,0.380344
3474.0,41.9424,0.377346
3473.0,41.8618,0.378183
3472.0,41.4924,0.382032
3471.0,41.4361,0.382621
3470.0,41.3886,0.38312
3469.0,41.4174,0.382818
3468.0,41.3352,0.38368
3467.0,41.2185,0.384908
3466.0,41.2029,0.385073
3465.0,41.0534,0.38665
3464.0,40.938,0.387873
3463.0,41.1693,0.385426
3462.0,41.0048,0.387165
3461.0,40.8254,0.38907
3460.0,40.7229,0.390161
3459.0,40.5805,0.391683
3458.0,40.8127,0.389205
3457.0,40.5397,0.392119
3456.0,40.6548,0.390888
3455.0,40.253,0.395202
3454.0,40.3973,0.393647
3453.0,40.2615,0.395111
3452.0,40.2977,0.39472
3451.0,40.3536,0.394118
3450.0,40.3098,0.39459
3449.0,40.2914,0.394787
3448.0,40.21,0.395666
3447.0,39.8084,0.400026
3446.0,40.0097,0.397835
3445.0,40.0681,0.397202
3444.0,39.9572,0.398405
3443.0,39.5899,0.402415
3442.0,39.631,0.401965
3441.0,39.8217,0.39988
3440.0,39.4201,0.404282
3439.0,39.6546,0.401706
3438.0,39.7001,0.401209
3437.0,39.4097,0.404397
3436.0,39.7396,0.400777
3435.0,39.3239,0.405343
3434.0,39.7507,0.400656
3433.0,39.3751,0.404779
3432.0,39.2395,0.406277
3431.0,39.5532,0.402818
3430.0,39.4925,0.403486
3429.0,39.1895,0.40683
3428.0,39.2698,0.405942
3427.0,39.0243,0.408665
3426.0,39.0666,0.408194
3425.0,39.1017,0.407805
3424.0,38.921,0.409816
3423.0,39.1876,0.406852
3422.0,38.8084,0.411075
3421.0,38.8937,0.410121
3420.0,39.1526,0.407239
3419.0,38.8006,0.411162
3418.0,39.0249,0.408658
3417.0,38.8132,0.41102
3416.0,39.066,0.408201
3415.0,38.896,0.410095
3414.0,38.9582,0.409401
3413.0,38.9407,0.409597
3412.0,38.8423,0.410695
3411.0,38.8208,0.410935
3410.0,38.6704,0.412621
3409.0,38.5837,0.413597
3408.0,38.848,0.410631
3407.0,38.7164,0.412105
3406.0,38.8809,0.410263
3405.0,38.5247,0.41426
3404.0,38.5439,0.414044
3403.0,38.4098,0.415558
3402.0,38.6794,0.412521
3401.0,38.8343,0.410785
3400.0,38.4413,0.415202
3399.0,38.829,0.410844
3398.0,38.8231,0.41091
3397.0,38.6938,0.412358
3396.0,38.6473,0.41288
3395.0,38.5814,0.413622
3394.0,38.6451,0.412906
3393.0,38.2309,0.417585
3392.0,38.708,0.4122
3391.0,38.8337,0.410791
3390.0,38.7194,0.412072
3389.0,38.9629,0.409349
3388.0,38.9575,0.409409
3387.0,39.0424,0.408463
3386.0,38.6908,0.412392
3385.0,38.6809,0.412503
3384.0,38.7158,0.412112
3383.0,38.7943,0.411232
3382.0,38.5436,0.414048
3381.0,38.8581,0.410518
3380.0,38.8306,0.410826
3379.0,38.581,0.413626
3378.0,38.6094,0.413307
3377.0,38.8227,0.410914
3376.0,38.8715,0.410369
3375.0,38.7992,0.411177
3374.0,39.1792,0.406945
3373.0,38.9511,0.40948
3372.0,39.0895,0.407939
3371.0,39.246,0.406205
3370.0,39.164,0.407113
3369.0,39.2222,0.406469
3368.0,39.2843,0.405781
3367.0,39.0275,0.408629
3366.0,38.9973,0.408965
3365.0,39.2243,0.406445
3364.0,39.3787,0.404738
3363.0,39.5308,0.403064
3362.0,39.2029,0.406682
3361.0,39.3814,0.404709
3360.0,39.2442,0.406225
3359.0,39.4671,0.403765
3358.0,39.2855,0.405768
3357.0,39.3005,0.405602
3356.0,39.7098,0.401102
3355.0,39.4664,0.403773
3354.0,39.7653,0.400496
3353.0,39.6766,0.401465
3352.0,39.8404,0.399676
3351.0,39.6928,0.401288
3350.0,39.5647,0.402692
3349.0,39.9164,0.398849
3348.0,40.0266,0.397651
3347.0,39.7875,0.400253
3346.0,39.8683,0.399373
3345.0,39.9655,0.398315
3344.0,39.9621,0.398351
3343.0,40.0415,0.397489
3342.0,40.3593,0.394056
3341.0,40.3122,0.394564
3340.0,40.2162,0.395599
3339.0,40.4177,0.393428
3338.0,40.3389,0.394276
3337.0,40.5254,0.392272
3336.0,40.6302,0.391151
3335.0,40.3925,0.393699
3334.0,40.8874,0.388411
3333.0,40.818,0.389148
3332.0,40.6591,0.390842
3331.0,41.0203,0.387001
3330.0,40.938,0.387873
3329.0,41.1473,0.385658
3328.0,41.0145,0.387062
3327.0,41.0522,0.386664
3326.0,41.4321,0.382663
3325.0,41.4915,0.382041
3324.0,41.2341,0.384744
3323.0,41.2948,0.384105
3322.0,41.4882,0.382075
3321.0,41.4438,0.382541
3320.0,41.7335,0.379515
3319.0,41.84,0.378409
3318.0,41.8102,0.378718
3317.0,41.8004,0.37882
3316.0,41.928,0.377496
3315.0,42.2931,0.373731
3314.0,41.9621,0.377143
3313.0,42.1495,0.375207
3312.0,42.1786,0.374908
3311.0,42.5964,0.370628
3310.0,42.203,0.374656
3309.0,42.2039,0.374647
3308.0,42.4698,0.371919
3307.0,42.7514,0.36905
3306.0,43.0102,0.366428
3305.0,42.8092,0.368463
3304.0,42.9222,0.367318
3303.0,43.0789,0.365736
3302.0,43.3739,0.362772
3301.0,43.464,0.36187
3300.0,43.4844,0.361667
3299.0,43.4048,0.362462
3298.0,43.5109,0.361402
3297.0,43.646,0.360056
3296.0,43.941,0.35713
3295.0,44.0081,0.356467
3294.0,44.1616,0.354956
3293.0,44.02,0.35635
3292.0,44.4905,0.351732
3291.0,44.1767,0.354807
3290.0,44.8505,0.348233
3289.0,44.4441,0.352185
3288.0,44.92,0.347561
3287.0,44.7272,0.349429
3286.0,44.6245,0.350427
3285.0,44.9882,0.346902
3284.0,45.1498,0.345344
3283.0,45.0093,0.346698
3282.0,45.2828,0.344067
3281.0,45.4965,0.342022
3280.0,45.2728,0.344163
3279.0,45.639,0.340664
3278.0,45.7545,0.339566
3277.0,45.8321,0.338831
3276.0,46.0268,0.33699
3275.0,46.1474,0.335852
3274.0,46.2208,0.335162
3273.0,46.4226,0.33327
3272.0,46.549,0.332089
3271.0,46.617,0.331455
3270.0,46.6306,0.331329
3269.0,46.6301,0.331333
3268.0,46.6096,0.331524
3267.0,47.0525,0.327417
3266.0,47.3095,0.325051
3265.0,47.1857,0.32619
3264.0,47.5297,0.323035
3263.0,47.5854,0.322526
3262.0,47.6024,0.322371
3261.0,47.8722,0.319917
3260.0,48.1908,0.317036
3259.0,48.3749,0.31538
3258.0,48.1456,0.317443
3257.0,48.2916,0.316128
3256.0,48.7237,0.31226
3255.0,48.3933,0.315214
3254.0,48.795,0.311624
3253.0,49.1097,0.308832
3252.0,48.7917,0.311654
3251.0,49.259,0.307514
3250.0,48.9946,0.309852
3249.0,49.179,0.308221
3248.0,49.5253,0.305173
3247.0,49.5802,0.304692
3246.0,49.832,0.302491
3245.0,50.0374,0.300705
3244.0,50.3078,0.298364
3243.0,50.3586,0.297927
3242.0,50.6612,0.295325
3241.0,50.6661,0.295283
3240.0,50.9556,0.292808
3239.0,51.0701,0.291833
3238.0,51.1075,0.291515
3237.0,51.0889,0.291674
3236.0,51.4327,0.28876
3235.0,51.9021,0.284815
3234.0,51.6812,0.286668
3233.0,51.951,0.284406
3232.0,51.95,0.284414
3231.0,52.2922,0.281563
3230.0,52.4541,0.28022
3229.0,52.1965,0.282358
3228.0,52.6339,0.278735
3227.0,52.5253,0.279631
3226.0,53.0041,0.27569
3225.0,52.9515,0.276122
3224.0,52.8861,0.276659
3223.0,53.1759,0.274285
3222.0,53.6864,0.270136
3221.0,53.8372,0.268917
3220.0,53.9014,0.2684
3219.0,54.1871,0.266104
3218.0,54.1743,0.266206
3217.0,54.4499,0.264003
3216.0,54.3623,0.264702
3215.0,54.4065,0.264349
3214.0,54.6284,0.262582
3213.0,54.7722,0.26144
3212.0,55.1702,0.258296
3211.0,55.2974,0.257295
3210.0,55.2811,0.257423
3209.0,55.5273,0.255493
3208.0,56.0081,0.251749
3207.0,55.6285,0.254702
3206.0,56.1885,0.250353
3205.0,55.9677,0.252063
3204.0,56.443,0.24839
3203.0,56.927,0.244682
3202.0,56.7735,0.245854
3201.0,56.8361,0.245376
3200.0,57.2181,0.242466
3199.0,57.1097,0.24329
3198.0,57.1957,0.242636
3197.0,57.5427,0.24001
3196.0,57.7371,0.238545
3195.0,57.8164,0.237949
3194.0,57.9376,0.237039
3193.0,57.9893,0.236652
3192.0,58.2623,0.234612
3191.0,58.4755,0.233026
3190.0,58.8089,0.230557
3189.0,58.7056,0.231321
3188.0,58.8357,0.230359
3187.0,59.0446,0.22882
3186.0,59.32,0.226799
3185.0,59.364,0.226477
3184.0,59.6072,0.224701
3183.0,60.0351,0.221595
3182.0,60.1981,0.220417
3181.0,59.9519,0.222197
3180.0,60.0868,0.221221
3179.0,60.5056,0.218204
3178.0,60.8013,0.216087
3177.0,60.5689,0.21775
3176.0,60.7654,0.216343
3175.0,61.2564,0.212848
3174.0,61.2991,0.212546
3173.0,61.9156,0.2082
3172.0,61.6918,0.209772
3171.0,62.1694,0.206424
3170.0,61.8829,0.20843
3169.0,62.136,0.206657
3168.0,62.2476,0.205877
3167.0,62.4284,0.204618
3166.0,62.7165,0.202618
3165.0,62.6933,0.202779
3164.0,63.2379,0.199022
3163.0,63.5909,0.196605
3162.0,63.692,0.195915
3161.0,63.3767,0.19807
3160.0,63.5557,0.196846
3159.0,64.3673,0.191334
3158.0,64.4631,0.190689
3157.0,64.604,0.18974
3156.0,64.1892,0.192538
3155.0,64.9776,0.187236
3154.0,64.8683,0.187968
3153.0,64.8324,0.188208
3152.0,65.0236,0.186929
3151.0,65.3797,0.184557
3150.0,65.0738,0.186594
3149.0,65.2913,0.185145
3148.0,65.6801,0.182566
3147.0,66.2017,0.179131
3146.0,65.8752,0.181278
3145.0,66.5708,0.176716
3144.0,66.3059,0.178448
3143.0,66.7141,0.175782
3142.0,66.5778,0.176671
3141.0,66.6916,0.175929
3140.0,66.9985,0.173935
3139.0,67.3222,0.171842
3138.0,67.5721,0.170232
3137.0,67.2169,0.172521
3136.0,68.0294,0.167303
3135.0,67.9907,0.16755
3134.0,68.0816,0.16697
3133.0,67.7367,0.169176
3132.0,68.1207,0.166721
3131.0,68.5992,0.163681
3130.0,68.7699,0.162601
3129.0,69.0553,0.160803
3128.0,69.3642,0.158865
3127.0,69.2827,0.159375
3126.0,69.2115,0.159822
3125.0,69.3499,0.158954
